status	global_launch_index	phase	decode_step	normalized_kernel_family	semantic_category	exact_implementation	grid	block	duration_ns	validation_rule
PROVISIONAL_PRE_GATE	18498	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1984	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18502	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1312	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18507	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	3520	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18511	DECODE	17	PYTORCH_FLASH_FWD	ATTENTION_CORE	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (int)8, (int)4, (bool)1>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	2848	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18512	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4192	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18514	DECODE	17	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2048	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18524	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	1216,1,1	16,4,1	16096	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18528	DECODE	17	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2048	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18529	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2,1,1	128,1,1	960	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18530	DECODE	17	AT_NATIVE_REDUCE	ELEMENTWISE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,1,1	2208	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18540	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1856	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18541	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1984	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18544	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1280	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18548	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	1,1,1	128,1,1	1024	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18549	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	3744	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18557	DECODE	17	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2048	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18559	DECODE	17	AT_NATIVE_REDUCE	ELEMENTWISE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,1,1	2240	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18560	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18574	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	960	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18577	DECODE	17	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2176	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18579	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4448	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18584	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1984	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18585	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	2,1,1	128,1,1	1792	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18588	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1312	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18592	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	3584	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18595	DECODE	17	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3614,1,1	128,1,1	6976	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18603	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18604	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18611	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	10,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18612	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	16,4,1	15488	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18627	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1984	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18630	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1280	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18642	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18644	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18650	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	1184	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18656	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18666	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	32,1,1	32,4,1	2976	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18681	DECODE	17	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3614,1,1	128,1,1	7072	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18682	DECODE	17	PYTORCH_FLASH_FWD	ATTENTION_CORE	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	13088	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18684	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4416	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18687	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18688	DECODE	17	AT_NATIVE_REDUCE	ELEMENTWISE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,1,1	2272	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18697	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	10,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18700	DECODE	17	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2016	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18703	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	960	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18705	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	1344	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18709	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	32,1,1	32,4,1	2880	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18712	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1856	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18713	DECODE	17	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1984	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18716	DECODE	17	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1312	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18720	DECODE	17	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	1,1,1	128,1,1	1024	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18725	DECODE	17	PYTORCH_FLASH_FWD	ATTENTION_CORE	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	13024	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18737	DECODE	17	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	1216,1,1	16,4,1	16128	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18743	DECODE	17	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2016	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	18745	DECODE	17	AT_NATIVE_REDUCE	ELEMENTWISE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,1,1	2176	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
